"uniqueid","tableid","owner","modtime","moduser","name","description","contactperson","baseuri","isregressiondata","storagetype"
"93441","27","90","2010-02-23 16:37:47.61097","90","fBIRNPhaseIII__0090","","60837","/storage-grid/FBIRN/fBIRNPhaseIII__0090/Data","f","gridftp"
